SECCION,LISTA_NOMINAL_2026,HOMBRES_2026,MUJERES_2026,ESTRUCTURA_IZQUIERDA_2012,ESTRUCTURA_IZQUIERDA_2015,ESTRUCTURA_IZQUIERDA_2018,ESTRUCTURA_IZQUIERDA_2021,ESTRUCTURA_IZQUIERDA_2024,ESTRUCTURA_TRADICIONAL_2012,ESTRUCTURA_TRADICIONAL_2015,ESTRUCTURA_TRADICIONAL_2018,ESTRUCTURA_TRADICIONAL_2021,ESTRUCTURA_TRADICIONAL_2024,LISTA_NOMINAL_HIST_2012,LISTA_NOMINAL_HIST_2015,LISTA_NOMINAL_HIST_2018,LISTA_NOMINAL_HIST_2021,LISTA_NOMINAL_HIST_2024,PARTICIPACION_PCT_2012,PARTICIPACION_PCT_2015,PARTICIPACION_PCT_2018,PARTICIPACION_PCT_2021,PARTICIPACION_PCT_2024,VOTOS_MC_2012,VOTOS_MC_2015,VOTOS_MC_2018,VOTOS_MC_2021,VOTOS_MC_2024,VOTOS_NULOS_2012,VOTOS_NULOS_2015,VOTOS_NULOS_2018,VOTOS_NULOS_2021,VOTOS_NULOS_2024,VOTOS_TOTALES_2012,VOTOS_TOTALES_2015,VOTOS_TOTALES_2018,VOTOS_TOTALES_2021,VOTOS_TOTALES_2024,ESTRUCTURA_IZQUIERDA_2017_EST,ESTRUCTURA_IZQUIERDA_2023_EST,ESTRUCTURA_TRADICIONAL_2017_EST,ESTRUCTURA_TRADICIONAL_2023_EST,LISTA_NOMINAL_HIST_2017_EST,LISTA_NOMINAL_HIST_2023_EST,VOTOS_TOTALES_2017_EST,VOTOS_TOTALES_2023_EST,ELECTORES_MENORES_25,VOTO_DURO_TRADICIONAL,VOTO_DURO_IZQUIERDA,ORFANDAD_NARANJA,VOLATILIDAD_PSI,ABSTENCION_PROYECTADA_2026,INDICE_IRC,INDICE_IEE,VOTOS_TOTALES_PROYECTADOS_2026
6447,572.0,285.0,287.0,0.0,24.0,98.0,89.0,191.0,0.0,181.0,1203.0,1232.0,1435.0,0.0,0.0,448.0,504.0,573.0,0.0,0.0,72.32,46.43,60.38,0.0,2.0,11.0,7.0,38.0,0.0,10.0,11.0,6.0,14.0,0.0,230.0,324.0,234.0,346.0,59.0,153.0,1084.0,1378.0,429.0,549.0,256.0,295.0,102.0,930.4285714285714,87.71428571428571,51.0,0.12173913043478261,227.0,100.0,13.46,43
6448,1033.0,491.0,542.0,0.0,37.0,217.0,171.0,218.0,0.0,188.0,2037.0,2353.0,2803.0,0.0,0.0,760.0,892.0,1044.0,0.0,0.0,76.32,65.92,77.49,0.0,9.0,18.0,16.0,77.0,0.0,22.0,10.0,1.0,16.0,0.0,269.0,580.0,588.0,809.0,146.0,195.0,1885.0,2584.0,727.0,988.0,459.0,623.0,176.0,1692.857142857143,140.57142857142858,186.0,0.1391304347826087,235.0,100.0,18.45,91
6449,609.0,282.0,327.0,0.0,38.0,148.0,120.0,146.0,0.0,190.0,1345.0,1487.0,1684.0,0.0,0.0,494.0,556.0,621.0,0.0,0.0,76.32,69.42,77.62,0.0,5.0,9.0,7.0,36.0,0.0,12.0,7.0,1.0,6.0,0.0,244.0,377.0,386.0,482.0,116.0,125.0,1216.0,1628.0,459.0,611.0,330.0,413.0,112.0,1078.5714285714287,99.0,69.0,0.05217391304347826,139.0,100.0,9.77,39
6450,940.0,449.0,491.0,0.0,59.0,293.0,220.0,277.0,0.0,299.0,2256.0,2323.0,2583.0,0.0,0.0,844.0,905.0,987.0,0.0,0.0,77.37,63.54,73.76,0.0,11.0,16.0,23.0,87.0,0.0,22.0,10.0,16.0,14.0,0.0,414.0,653.0,575.0,728.0,155.0,258.0,2108.0,2569.0,813.0,975.0,539.0,634.0,112.0,1734.0,180.28571428571428,94.0,0.12173913043478261,259.0,100.0,12.54,97
6451,544.0,259.0,285.0,0.0,22.0,153.0,122.0,121.0,0.0,190.0,1243.0,1348.0,1485.0,0.0,0.0,460.0,500.0,552.0,0.0,0.0,75.22,70.6,75.36,0.0,4.0,10.0,11.0,41.0,0.0,7.0,3.0,3.0,7.0,0.0,231.0,346.0,353.0,416.0,103.0,102.0,1173.0,1434.0,445.0,541.0,306.0,357.0,94.0,981.8571428571429,89.0,59.0,0.06086956521739131,136.0,100.0,10.13,45
6452,669.0,336.0,333.0,0.0,29.0,202.0,123.0,167.0,0.0,193.0,1586.0,1622.0,1763.0,0.0,0.0,591.0,624.0,661.0,0.0,0.0,78.17,61.7,76.7,0.0,9.0,6.0,4.0,51.0,0.0,14.0,10.0,8.0,12.0,0.0,262.0,462.0,385.0,507.0,115.0,153.0,1466.0,1734.0,569.0,648.0,359.0,441.0,119.0,1194.857142857143,112.71428571428571,66.0,0.10434782608695652,154.0,100.0,11.73,56
6453,711.0,325.0,386.0,0.0,20.0,123.0,109.0,234.0,0.0,261.0,1395.0,1474.0,1736.0,0.0,0.0,528.0,570.0,672.0,0.0,0.0,69.51,59.47,67.11,0.0,6.0,11.0,5.0,40.0,0.0,19.0,0.0,17.0,17.0,0.0,312.0,367.0,339.0,451.0,71.0,176.0,1299.0,1654.0,506.0,633.0,340.0,403.0,121.0,1117.0,104.71428571428571,48.0,0.14782608695652175,221.0,100.0,12.71,45
6454,582.0,283.0,299.0,0.0,34.0,168.0,122.0,164.0,0.0,140.0,1363.0,1454.0,1522.0,0.0,0.0,517.0,573.0,577.0,0.0,0.0,72.73,59.69,71.92,0.0,11.0,14.0,24.0,43.0,0.0,16.0,4.0,10.0,1.0,0.0,210.0,376.0,342.0,415.0,87.0,141.0,1200.0,1520.0,470.0,581.0,279.0,365.0,68.0,1028.4285714285713,102.28571428571429,50.0,0.008695652173913044,162.0,100.0,6.46,45
6455,950.0,410.0,540.0,0.0,46.0,270.0,233.0,290.0,0.0,307.0,2303.0,2411.0,2576.0,0.0,0.0,872.0,950.0,982.0,0.0,0.0,72.25,61.68,75.36,0.0,29.0,13.0,17.0,93.0,0.0,24.0,11.0,20.0,16.0,0.0,427.0,630.0,586.0,740.0,171.0,254.0,2154.0,2547.0,839.0,970.0,531.0,622.0,122.0,1756.857142857143,180.57142857142858,118.0,0.1391304347826087,242.0,100.0,14.93,106
6456,923.0,437.0,486.0,0.0,69.0,321.0,221.0,296.0,0.0,341.0,2399.0,2385.0,2533.0,0.0,0.0,891.0,940.0,963.0,0.0,0.0,78.0,60.64,75.6,0.0,15.0,20.0,24.0,88.0,0.0,5.0,14.0,18.0,15.0,0.0,456.0,695.0,570.0,728.0,183.0,242.0,2193.0,2534.0,844.0,968.0,560.0,605.0,125.0,1769.2857142857142,190.28571428571428,123.0,0.13043478260869565,235.0,100.0,14.97,101
6457,519.0,240.0,279.0,0.0,37.0,137.0,149.0,175.0,0.0,191.0,1363.0,1405.0,1486.0,0.0,0.0,512.0,554.0,557.0,0.0,0.0,75.0,58.12,71.81,0.0,9.0,12.0,15.0,35.0,0.0,9.0,13.0,10.0,6.0,0.0,246.0,384.0,322.0,400.0,91.0,140.0,1250.0,1425.0,488.0,553.0,298.0,327.0,58.0,1017.1428571428571,104.14285714285714,73.0,0.05217391304347826,157.0,100.0,11.73,39
6458,590.0,260.0,330.0,0.0,39.0,178.0,133.0,194.0,0.0,201.0,1476.0,1491.0,1623.0,0.0,0.0,552.0,580.0,604.0,0.0,0.0,77.72,61.21,76.82,0.0,18.0,14.0,12.0,52.0,0.0,17.0,7.0,3.0,12.0,0.0,285.0,429.0,355.0,464.0,105.0,170.0,1408.0,1538.0,543.0,581.0,346.0,385.0,48.0,1105.2857142857142,117.0,79.0,0.10434782608695652,140.0,100.0,13.73,59
6459,899.0,407.0,492.0,0.0,40.0,233.0,180.0,285.0,0.0,283.0,2105.0,2225.0,2453.0,0.0,0.0,796.0,880.0,937.0,0.0,0.0,72.86,60.0,71.93,0.0,10.0,16.0,20.0,71.0,0.0,19.0,15.0,20.0,9.0,0.0,365.0,580.0,528.0,674.0,160.0,253.0,1977.0,2475.0,771.0,932.0,487.0,622.0,110.0,1645.4285714285713,164.42857142857142,52.0,0.0782608695652174,263.0,100.0,7.77,76
6460,958.0,429.0,529.0,0.0,79.0,314.0,238.0,267.0,0.0,257.0,2315.0,2429.0,2579.0,0.0,0.0,895.0,996.0,996.0,0.0,0.0,68.6,50.3,70.18,0.0,13.0,17.0,21.0,75.0,0.0,11.0,12.0,20.0,13.0,0.0,353.0,614.0,501.0,699.0,173.0,281.0,2119.0,2552.0,849.0,994.0,483.0,577.0,114.0,1750.142857142857,193.14285714285714,122.0,0.11304347826086956,297.0,100.0,14.38,85
6461,634.0,277.0,357.0,0.0,34.0,189.0,141.0,185.0,0.0,209.0,1683.0,1659.0,1825.0,0.0,0.0,630.0,644.0,681.0,0.0,0.0,74.44,64.6,74.6,0.0,14.0,9.0,20.0,46.0,0.0,11.0,14.0,16.0,7.0,0.0,299.0,469.0,416.0,508.0,104.0,171.0,1605.0,1820.0,615.0,677.0,411.0,472.0,46.0,1257.2857142857142,117.71428571428571,36.0,0.06086956521739131,173.0,100.0,6.59,49
6462,771.0,332.0,439.0,0.0,46.0,235.0,191.0,260.0,0.0,265.0,1897.0,1957.0,2162.0,0.0,0.0,714.0,768.0,807.0,0.0,0.0,74.37,59.38,75.84,0.0,12.0,8.0,15.0,55.0,0.0,14.0,6.0,6.0,9.0,0.0,348.0,531.0,456.0,612.0,139.0,212.0,1772.0,2116.0,686.0,798.0,428.0,532.0,72.0,1452.7142857142858,154.71428571428572,80.0,0.0782608695652174,195.0,100.0,10.45,60
6671,2931.0,1378.0,1553.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,7165.0,0.0,0.0,0.0,0.0,2918.0,0.0,0.0,0.0,0.0,53.36,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1557.0,0.0,818.0,0.0,7028.0,0.0,2826.0,0.0,1434.0,0.0,2027.5714285714287,262.57142857142856,123.0,0.33043478260869563,1361.0,78.14,20.47,115
6672,1645.0,773.0,872.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,4137.0,0.0,0.0,0.0,0.0,1596.0,0.0,0.0,0.0,0.0,69.36,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1107.0,0.0,348.0,0.0,3985.0,0.0,1545.0,0.0,922.0,0.0,1160.2857142857142,104.85714285714286,185.0,0.13043478260869565,489.0,76.91,14.88,122
6785,2084.0,931.0,1153.0,0.0,0.0,0.0,0.0,670.0,0.0,0.0,0.0,0.0,5135.0,0.0,0.0,0.0,0.0,2042.0,0.0,0.0,0.0,0.0,64.05,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.5714285714286,95.71428571428571,1308.0,0.17391304347826086,734.0,39.79,58.7,258
6786,2858.0,1338.0,1520.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,7133.0,0.0,0.0,0.0,0.0,2837.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,132.28571428571428,1759.0,0.30434782608695654,1078.0,40.28,65.22,282
6787,2752.0,1265.0,1487.0,0.0,0.0,0.0,0.0,830.0,0.0,0.0,0.0,0.0,6650.0,0.0,0.0,0.0,0.0,2702.0,0.0,0.0,0.0,0.0,55.85,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,118.57142857142857,1509.0,0.3565217391304348,1193.0,38.83,67.83,239
6788,1916.0,903.0,1013.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,5101.0,0.0,0.0,0.0,0.0,1974.0,0.0,0.0,0.0,0.0,67.27,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.7142857142857,78.57142857142857,1328.0,0.24347826086956523,646.0,42.13,62.17,202
5169,2274.0,1031.0,1243.0,681.0,154.0,548.0,447.0,779.0,1156.0,757.0,5477.0,5420.0,6006.0,0.0,0.0,2120.0,2244.0,2369.0,0.0,0.0,68.35,50.18,60.7,21.0,30.0,34.0,40.0,72.0,48.0,39.0,30.0,29.0,35.0,1196.0,993.0,1449.0,1126.0,1438.0,332.0,625.0,5181.0,5909.0,2027.0,2304.0,1240.0,1336.0,331.0,4272.285714285715,509.42857142857144,102.0,0.30434782608695654,931.0,100.0,18.76,85
5170,2243.0,1020.0,1223.0,737.0,176.0,648.0,549.0,771.0,1410.0,926.0,6140.0,5887.0,6074.0,0.0,0.0,2347.0,2352.0,2317.0,0.0,0.0,72.77,58.84,71.64,40.0,37.0,54.0,44.0,125.0,69.0,44.0,45.0,22.0,33.0,1506.0,1200.0,1708.0,1384.0,1660.0,419.0,651.0,5900.0,6124.0,2262.0,2313.0,1510.0,1530.0,190.0,4637.285714285715,564.4285714285714,130.0,0.28695652173913044,657.0,100.0,18.26,147
5171,1429.0,663.0,766.0,549.0,92.0,367.0,356.0,434.0,982.0,710.0,3775.0,3704.0,3899.0,0.0,0.0,1449.0,1448.0,1485.0,0.0,0.0,70.12,63.05,69.02,19.0,30.0,28.0,18.0,77.0,38.0,23.0,23.0,21.0,11.0,1006.0,850.0,1016.0,913.0,1025.0,217.0,386.0,3745.0,3878.0,1431.0,1470.0,943.0,957.0,143.0,2956.1428571428573,343.0,68.0,0.09565217391304348,460.0,100.0,8.1,83
5172,930.0,429.0,501.0,355.0,56.0,244.0,237.0,381.0,628.0,366.0,2389.0,2360.0,2527.0,0.0,0.0,909.0,943.0,950.0,0.0,0.0,68.87,57.69,73.79,9.0,5.0,12.0,13.0,46.0,21.0,30.0,11.0,20.0,20.0,620.0,482.0,626.0,544.0,701.0,128.0,270.0,2234.0,2455.0,879.0,944.0,527.0,589.0,173.0,1851.2857142857142,238.71428571428572,112.0,0.17391304347826086,249.0,100.0,16.68,53
5173,1397.0,659.0,738.0,589.0,68.0,337.0,292.0,421.0,985.0,586.0,4001.0,3751.0,3872.0,0.0,0.0,1547.0,1518.0,1517.0,0.0,0.0,65.8,54.22,64.73,15.0,39.0,18.0,30.0,93.0,29.0,37.0,24.0,17.0,28.0,982.0,768.0,1018.0,823.0,982.0,193.0,377.0,3691.0,3998.0,1450.0,1542.0,867.0,933.0,176.0,2983.4285714285716,325.2857142857143,49.0,0.24347826086956523,535.0,100.0,14.67,106
5174,1751.0,793.0,958.0,620.0,142.0,486.0,530.0,442.0,1318.0,960.0,4787.0,4896.0,4942.0,0.0,0.0,1785.0,1791.0,1831.0,0.0,0.0,77.25,78.95,77.17,9.0,30.0,29.0,20.0,88.0,32.0,41.0,17.0,15.0,16.0,1335.0,1198.0,1379.0,1414.0,1413.0,511.0,763.0,5337.0,5862.0,1765.0,1820.0,1918.0,2253.0,193.0,4014.5714285714284,499.14285714285717,0.0,0.1391304347826087,418.0,100.0,6.96,94
5175,1635.0,795.0,840.0,570.0,133.0,517.0,438.0,547.0,1108.0,691.0,4454.0,4162.0,4412.0,0.0,0.0,1674.0,1649.0,1670.0,0.0,0.0,76.52,61.07,72.81,21.0,42.0,37.0,23.0,87.0,38.0,23.0,24.0,23.0,19.0,1148.0,902.0,1281.0,1007.0,1216.0,368.0,510.0,4224.0,4442.0,1619.0,1663.0,1093.0,1138.0,167.0,3356.1428571428573,440.42857142857144,78.0,0.16521739130434782,454.0,100.0,11.47,96
5180,1285.0,595.0,690.0,523.0,111.0,411.0,354.0,359.0,1069.0,628.0,3680.0,3569.0,3662.0,0.0,0.0,1387.0,1382.0,1356.0,0.0,0.0,76.5,66.57,77.58,21.0,31.0,29.0,31.0,83.0,38.0,29.0,29.0,34.0,17.0,1098.0,800.0,1061.0,920.0,1052.0,278.0,338.0,3678.0,3671.0,1375.0,1365.0,987.0,968.0,166.0,2851.0,339.14285714285717,84.0,0.14782608695652175,304.0,100.0,11.38,92
5181,956.0,411.0,545.0,396.0,102.0,337.0,280.0,281.0,775.0,483.0,2875.0,2735.0,2717.0,0.0,0.0,1082.0,1066.0,1013.0,0.0,0.0,74.03,64.26,74.93,13.0,27.0,15.0,19.0,53.0,30.0,30.0,11.0,21.0,13.0,780.0,645.0,801.0,685.0,759.0,199.0,234.0,2814.0,2743.0,1070.0,1036.0,726.0,692.0,146.0,2163.1428571428573,261.2857142857143,67.0,0.11304347826086956,254.0,100.0,10.07,58
5182,432.0,212.0,220.0,182.0,32.0,100.0,82.0,36.0,330.0,197.0,1197.0,1186.0,1166.0,0.0,0.0,452.0,456.0,465.0,0.0,0.0,67.04,60.09,84.95,9.0,5.0,10.0,14.0,123.0,14.0,14.0,13.0,5.0,11.0,299.0,264.0,303.0,274.0,395.0,80.0,118.0,1146.0,1211.0,434.0,462.0,306.0,298.0,72.0,919.0,90.0,97.0,0.09565217391304348,70.0,100.0,17.06,143
5183,919.0,429.0,490.0,396.0,77.0,312.0,227.0,292.0,708.0,474.0,2703.0,2587.0,2676.0,0.0,0.0,1007.0,1010.0,994.0,0.0,0.0,78.35,64.46,75.45,9.0,26.0,11.0,34.0,60.0,25.0,23.0,19.0,18.0,12.0,707.0,598.0,789.0,651.0,750.0,225.0,296.0,2611.0,2691.0,982.0,997.0,705.0,714.0,218.0,2064.285714285714,260.7142857142857,36.0,0.10434782608695652,244.0,100.0,7.62,64
5184,1073.0,510.0,563.0,469.0,75.0,313.0,260.0,356.0,864.0,535.0,3073.0,2857.0,2950.0,0.0,0.0,1157.0,1112.0,1117.0,0.0,0.0,73.29,61.78,72.96,11.0,13.0,19.0,21.0,64.0,34.0,22.0,20.0,7.0,16.0,875.0,659.0,848.0,687.0,815.0,190.0,308.0,2977.0,2953.0,1148.0,1107.0,744.0,751.0,235.0,2315.5714285714284,281.57142857142856,64.0,0.1391304347826087,302.0,100.0,10.88,70
5185,2069.0,950.0,1119.0,787.0,117.0,612.0,512.0,678.0,1391.0,904.0,5557.0,5277.0,5518.0,0.0,0.0,2124.0,2132.0,2148.0,0.0,0.0,71.8,55.63,66.2,22.0,23.0,42.0,31.0,124.0,53.0,45.0,48.0,35.0,35.0,1436.0,1102.0,1525.0,1186.0,1422.0,373.0,587.0,5325.0,5590.0,2052.0,2125.0,1346.0,1374.0,268.0,4223.142857142857,523.7142857142857,48.0,0.30434782608695654,726.0,100.0,16.91,144
5186,1800.0,838.0,962.0,659.0,146.0,561.0,480.0,545.0,1191.0,761.0,4973.0,4775.0,5045.0,0.0,0.0,1890.0,1893.0,1898.0,0.0,0.0,73.81,60.06,74.66,9.0,21.0,34.0,35.0,118.0,95.0,48.0,23.0,22.0,23.0,1267.0,1033.0,1395.0,1137.0,1417.0,340.0,501.0,4741.0,4996.0,1820.0,1882.0,1236.0,1264.0,243.0,3783.1428571428573,461.7142857142857,153.0,0.2,481.0,100.0,15.4,136
5187,1449.0,679.0,770.0,475.0,96.0,397.0,361.0,462.0,864.0,548.0,3806.0,3683.0,3933.0,0.0,0.0,1456.0,1478.0,1527.0,0.0,0.0,70.81,56.63,65.68,10.0,29.0,30.0,17.0,88.0,53.0,42.0,23.0,17.0,12.0,889.0,723.0,1031.0,837.0,1003.0,239.0,410.0,3631.0,3892.0,1413.0,1495.0,897.0,921.0,244.0,2908.1428571428573,348.57142857142856,82.0,0.10434782608695652,524.0,100.0,9.31,96
5188,3038.0,1414.0,1624.0,889.0,203.0,859.0,758.0,973.0,1736.0,1196.0,7627.0,7672.0,8170.0,0.0,0.0,2894.0,3027.0,3137.0,0.0,0.0,72.98,60.65,68.66,26.0,30.0,42.0,37.0,143.0,96.0,55.0,36.0,38.0,45.0,1847.0,1498.0,2112.0,1836.0,2154.0,540.0,865.0,7217.0,8178.0,2781.0,3091.0,1827.0,2024.0,321.0,5970.857142857143,726.7142857142857,130.0,0.391304347826087,983.0,100.0,22.58,175
5189,1632.0,737.0,895.0,551.0,77.0,420.0,429.0,536.0,1029.0,669.0,4108.0,4104.0,4341.0,0.0,0.0,1554.0,1610.0,1649.0,0.0,0.0,73.29,62.98,70.77,15.0,18.0,23.0,32.0,76.0,39.0,35.0,20.0,25.0,27.0,1050.0,800.0,1139.0,1014.0,1167.0,325.0,483.0,3887.0,4309.0,1504.0,1636.0,957.0,1066.0,380.0,3206.714285714286,403.0,101.0,0.23478260869565218,482.0,100.0,16.07,88
5190,2716.0,1312.0,1404.0,872.0,150.0,720.0,411.0,961.0,1393.0,1046.0,6629.0,6225.0,7016.0,0.0,0.0,2546.0,2632.0,2758.0,0.0,0.0,70.54,40.73,65.34,23.0,25.0,42.0,21.0,154.0,66.0,36.0,64.0,27.0,43.0,1445.0,1273.0,1796.0,1072.0,1802.0,453.0,819.0,6198.0,6885.0,2392.0,2678.0,1556.0,1586.0,477.0,5056.0,626.5714285714286,216.0,0.3739130434782609,956.0,100.0,24.69,192
5191,1728.0,790.0,938.0,586.0,157.0,568.0,506.0,493.0,1246.0,874.0,4813.0,4767.0,5023.0,0.0,0.0,1788.0,1835.0,1852.0,0.0,0.0,78.41,67.3,79.64,41.0,29.0,35.0,17.0,98.0,42.0,45.0,20.0,32.0,37.0,1315.0,1095.0,1402.0,1235.0,1475.0,403.0,460.0,4577.0,4982.0,1715.0,1839.0,1238.0,1331.0,281.0,3754.5714285714284,453.2857142857143,144.0,0.3217391304347826,377.0,100.0,20.97,118
5192,1329.0,606.0,723.0,479.0,92.0,419.0,339.0,315.0,982.0,646.0,3599.0,3538.0,3712.0,0.0,0.0,1341.0,1361.0,1376.0,0.0,0.0,78.67,66.27,75.51,19.0,25.0,18.0,24.0,62.0,25.0,26.0,18.0,14.0,16.0,994.0,799.0,1055.0,902.0,1039.0,271.0,286.0,3460.0,3621.0,1293.0,1350.0,926.0,949.0,564.0,2794.0,314.42857142857144,90.0,0.1391304347826087,337.0,100.0,11.29,68
5193,1194.0,555.0,639.0,455.0,98.0,397.0,342.0,294.0,963.0,573.0,3405.0,3296.0,3362.0,0.0,0.0,1274.0,1275.0,1274.0,0.0,0.0,78.18,64.08,72.29,25.0,27.0,20.0,23.0,79.0,24.0,33.0,23.0,15.0,24.0,983.0,751.0,996.0,817.0,921.0,228.0,295.0,3299.0,3463.0,1240.0,1306.0,871.0,873.0,144.0,2623.0,301.2857142857143,48.0,0.20869565217391303,353.0,100.0,13.04,89
5266,3961.0,1817.0,2144.0,1252.0,153.0,710.0,674.0,1355.0,1659.0,1250.0,8788.0,8491.0,9745.0,0.0,0.0,3351.0,3569.0,3948.0,0.0,0.0,71.83,46.2,59.5,22.0,29.0,54.0,34.0,229.0,120.0,83.0,67.0,42.0,68.0,1828.0,1573.0,2407.0,1649.0,2349.0,475.0,1077.0,8049.0,9493.0,3134.0,3765.0,2034.0,2032.0,757.0,6782.142857142857,813.7142857142857,317.0,0.591304347826087,1599.0,100.0,36.31,312
5273,2161.0,1002.0,1159.0,467.0,117.0,494.0,524.0,853.0,866.0,650.0,4503.0,4727.0,5451.0,0.0,0.0,1734.0,1899.0,2131.0,0.0,0.0,69.72,55.34,65.93,17.0,25.0,29.0,19.0,111.0,59.0,23.0,36.0,11.0,37.0,921.0,819.0,1209.0,1051.0,1405.0,307.0,709.0,4180.0,5288.0,1620.0,2054.0,1023.0,1207.0,298.0,3666.4285714285716,495.85714285714283,198.0,0.3217391304347826,726.0,100.0,23.13,136
5274,2441.0,1138.0,1303.0,701.0,174.0,756.0,619.0,959.0,1305.0,937.0,6199.0,5863.0,6383.0,0.0,0.0,2323.0,2377.0,2517.0,0.0,0.0,74.95,57.17,66.15,21.0,26.0,25.0,47.0,165.0,71.0,47.0,36.0,44.0,54.0,1371.0,1183.0,1741.0,1359.0,1665.0,422.0,803.0,5743.0,6391.0,2224.0,2458.0,1437.0,1522.0,339.0,4688.714285714285,633.4285714285714,143.0,0.46956521739130436,852.0,100.0,27.77,210
5275,1910.0,890.0,1020.0,620.0,113.0,556.0,500.0,774.0,1141.0,763.0,4770.0,4592.0,5058.0,0.0,0.0,1789.0,1852.0,1940.0,0.0,0.0,75.96,58.86,71.39,13.0,27.0,29.0,25.0,105.0,51.0,44.0,24.0,34.0,34.0,1169.0,968.0,1359.0,1090.0,1385.0,295.0,689.0,4423.0,5029.0,1704.0,1905.0,1123.0,1249.0,292.0,3682.285714285714,506.7142857142857,136.0,0.2956521739130435,555.0,100.0,19.69,125
5276,1556.0,703.0,853.0,541.0,71.0,397.0,345.0,582.0,945.0,586.0,3869.0,3683.0,4070.0,0.0,0.0,1489.0,1497.0,1585.0,0.0,0.0,69.91,53.57,67.89,15.0,27.0,33.0,22.0,101.0,30.0,30.0,37.0,26.0,34.0,953.0,750.0,1041.0,802.0,1076.0,235.0,481.0,3664.0,3973.0,1443.0,1534.0,887.0,928.0,406.0,2970.0,378.85714285714283,148.0,0.2956521739130435,509.0,100.0,21.66,122
5285,3759.0,1717.0,2042.0,1102.0,229.0,953.0,833.0,1164.0,2013.0,1284.0,9189.0,8804.0,9604.0,0.0,0.0,3598.0,3663.0,3890.0,0.0,0.0,66.04,50.51,56.2,33.0,69.0,82.0,54.0,195.0,70.0,64.0,75.0,54.0,64.0,2124.0,1658.0,2376.0,1850.0,2186.0,663.0,1253.0,8741.0,9802.0,3431.0,3773.0,2078.0,2314.0,341.0,7062.428571428572,885.2857142857143,0.0,0.5565217391304348,1704.0,100.0,27.83,249
5286,2979.0,1424.0,1555.0,816.0,185.0,838.0,807.0,1275.0,1536.0,957.0,7025.0,7024.0,7687.0,0.0,0.0,2708.0,2861.0,3015.0,0.0,0.0,69.98,54.77,65.97,49.0,46.0,57.0,27.0,171.0,78.0,60.0,48.0,31.0,40.0,1648.0,1265.0,1895.0,1567.0,1989.0,484.0,1126.0,6513.0,7649.0,2560.0,2957.0,1562.0,1768.0,515.0,5484.428571428572,790.1428571428571,221.0,0.34782608695652173,1026.0,100.0,22.95,210
5287,2361.0,1045.0,1316.0,800.0,177.0,681.0,660.0,703.0,1604.0,1106.0,6275.0,6208.0,6541.0,0.0,0.0,2352.0,2405.0,2463.0,0.0,0.0,78.23,66.11,74.1,20.0,32.0,40.0,32.0,144.0,57.0,63.0,43.0,27.0,25.0,1663.0,1379.0,1840.0,1590.0,1825.0,460.0,635.0,6106.0,6525.0,2290.0,2431.0,1627.0,1707.0,285.0,4909.285714285715,588.0,118.0,0.21739130434782608,638.0,100.0,14.1,164
5288,1439.0,657.0,782.0,463.0,83.0,468.0,385.0,405.0,958.0,589.0,4025.0,3834.0,3984.0,0.0,0.0,1504.0,1502.0,1510.0,0.0,0.0,78.79,63.45,73.91,7.0,44.0,21.0,22.0,109.0,41.0,43.0,17.0,16.0,27.0,974.0,791.0,1185.0,953.0,1116.0,320.0,401.0,3825.0,4062.0,1442.0,1516.0,1021.0,1048.0,210.0,3039.5714285714284,360.7142857142857,68.0,0.23478260869565218,394.0,100.0,14.79,125
5302,1306.0,574.0,732.0,609.0,126.0,444.0,418.0,334.0,1107.0,747.0,3869.0,3883.0,3854.0,0.0,0.0,1414.0,1438.0,1384.0,0.0,0.0,85.5,76.7,84.25,15.0,33.0,32.0,22.0,64.0,36.0,56.0,28.0,16.0,9.0,1131.0,952.0,1209.0,1103.0,1166.0,334.0,329.0,3845.0,3959.0,1398.0,1420.0,1106.0,1135.0,200.0,3037.714285714286,370.57142857142856,31.0,0.0782608695652174,218.0,100.0,5.24,67
