SECCION,ANIO,ESTRUCTURA_TRADICIONAL,ESTRUCTURA_IZQUIERDA,VOTOS_MC,VOTOS_NULOS,VOTOS_TOTALES,LISTA_NOMINAL_HIST,PARTICIPACION_PCT
5243,2024,2925.0,243.0,47.0,24.0,840.0,1079.0,77.85
5244,2012,1029.0,493.0,13.0,27.0,1040.0,0.0,0.0
5244,2015,562.0,129.0,21.0,29.0,780.0,0.0,0.0
5244,2018,3847.0,368.0,14.0,19.0,1064.0,1462.0,72.78
5244,2021,3581.0,317.0,22.0,12.0,845.0,1415.0,59.72
5244,2024,3506.0,303.0,100.0,18.0,955.0,1340.0,71.27
5245,2012,1208.0,636.0,25.0,48.0,1257.0,0.0,0.0
5245,2015,751.0,109.0,25.0,34.0,950.0,0.0,0.0
5245,2018,4263.0,441.0,30.0,41.0,1222.0,1614.0,75.71
5245,2021,3956.0,388.0,17.0,16.0,957.0,1547.0,61.86
5245,2024,3920.0,412.0,99.0,19.0,1128.0,1470.0,76.73
5246,2012,629.0,337.0,16.0,24.0,644.0,0.0,0.0
5246,2015,332.0,58.0,17.0,23.0,434.0,0.0,0.0
5246,2018,2487.0,283.0,23.0,11.0,638.0,978.0,65.24
5246,2021,2451.0,204.0,11.0,16.0,529.0,994.0,53.22
5246,2024,2611.0,287.0,63.0,14.0,649.0,1027.0,63.19
5247,2012,584.0,281.0,10.0,14.0,577.0,0.0,0.0
5247,2015,439.0,74.0,16.0,20.0,557.0,0.0,0.0
5247,2018,2233.0,238.0,11.0,6.0,594.0,851.0,69.8
5247,2021,2105.0,177.0,8.0,12.0,443.0,846.0,52.36
5247,2024,2156.0,225.0,40.0,14.0,546.0,833.0,65.55
5248,2012,1464.0,637.0,17.0,56.0,1529.0,0.0,0.0
5248,2015,938.0,138.0,32.0,51.0,1188.0,0.0,0.0
5248,2018,5454.0,537.0,35.0,22.0,1571.0,2061.0,76.23
5248,2021,5296.0,416.0,37.0,21.0,1365.0,2023.0,67.47
5248,2024,5388.0,440.0,81.0,27.0,1510.0,2002.0,75.42
5249,2012,886.0,404.0,14.0,42.0,927.0,0.0,0.0
5249,2015,562.0,107.0,15.0,27.0,699.0,0.0,0.0
5249,2018,3203.0,338.0,28.0,21.0,926.0,1208.0,76.66
5249,2021,3054.0,304.0,20.0,22.0,782.0,1178.0,66.38
5249,2024,3159.0,299.0,85.0,21.0,921.0,1179.0,78.12
5250,2012,727.0,370.0,43.0,35.0,792.0,0.0,0.0
5250,2015,463.0,98.0,17.0,20.0,603.0,0.0,0.0
5250,2018,3247.0,360.0,26.0,22.0,884.0,1249.0,70.78
5250,2021,3152.0,301.0,24.0,21.0,725.0,1266.0,57.27
5250,2024,3260.0,413.0,86.0,23.0,892.0,1248.0,71.47
5251,2012,1021.0,536.0,24.0,52.0,1066.0,0.0,0.0
5251,2015,590.0,111.0,30.0,40.0,772.0,0.0,0.0
5251,2018,4220.0,513.0,17.0,23.0,1152.0,1608.0,71.64
5251,2021,3931.0,375.0,19.0,15.0,851.0,1590.0,53.52
5251,2024,4127.0,496.0,85.0,27.0,1111.0,1587.0,70.01
5252,2012,992.0,552.0,16.0,27.0,997.0,0.0,0.0
5252,2015,627.0,106.0,22.0,31.0,826.0,0.0,0.0
5252,2018,3943.0,425.0,18.0,33.0,1090.0,1506.0,72.38
5252,2021,3834.0,312.0,15.0,17.0,882.0,1531.0,57.61
5252,2024,3964.0,471.0,95.0,25.0,1096.0,1519.0,72.15
5253,2012,856.0,439.0,19.0,32.0,872.0,0.0,0.0
5253,2015,427.0,90.0,20.0,15.0,570.0,0.0,0.0
5253,2018,3107.0,302.0,13.0,17.0,799.0,1203.0,66.42
5253,2021,2800.0,230.0,12.0,8.0,599.0,1124.0,53.29
5253,2024,2858.0,300.0,71.0,7.0,749.0,1108.0,67.6
5254,2012,901.0,408.0,15.0,35.0,922.0,0.0,0.0
5254,2015,581.0,99.0,20.0,36.0,754.0,0.0,0.0
5254,2018,3602.0,396.0,27.0,32.0,1027.0,1365.0,75.24
5254,2021,3405.0,292.0,17.0,21.0,810.0,1339.0,60.49
5254,2024,3638.0,327.0,83.0,13.0,970.0,1388.0,69.88
5255,2012,1193.0,637.0,16.0,48.0,1232.0,0.0,0.0
5255,2015,760.0,128.0,27.0,35.0,979.0,0.0,0.0
5255,2018,4840.0,576.0,42.0,18.0,1364.0,1838.0,74.21
5255,2021,4657.0,507.0,28.0,28.0,1103.0,1843.0,59.85
5255,2024,4880.0,640.0,124.0,28.0,1341.0,1867.0,71.83
5256,2012,958.0,531.0,18.0,34.0,980.0,0.0,0.0
5256,2015,643.0,109.0,22.0,24.0,816.0,0.0,0.0
5256,2018,4412.0,499.0,25.0,30.0,1176.0,1712.0,68.69
5256,2021,4222.0,378.0,21.0,18.0,882.0,1731.0,50.95
5256,2024,4375.0,489.0,132.0,30.0,1096.0,1738.0,63.06
5257,2012,853.0,502.0,14.0,40.0,870.0,0.0,0.0
5257,2015,622.0,110.0,15.0,37.0,783.0,0.0,0.0
5257,2018,4246.0,481.0,26.0,33.0,1144.0,1625.0,70.4
5257,2021,4116.0,389.0,17.0,26.0,890.0,1662.0,53.55
5257,2024,4241.0,536.0,105.0,31.0,1065.0,1670.0,63.77
5258,2012,1030.0,530.0,9.0,40.0,1060.0,0.0,0.0
5258,2015,687.0,125.0,15.0,27.0,862.0,0.0,0.0
5258,2018,4591.0,536.0,29.0,36.0,1293.0,1740.0,74.31
5258,2021,4411.0,386.0,28.0,28.0,997.0,1782.0,55.95
5258,2024,4823.0,551.0,131.0,31.0,1318.0,1854.0,71.09
5259,2012,985.0,566.0,12.0,28.0,1005.0,0.0,0.0
5259,2015,612.0,113.0,21.0,28.0,782.0,0.0,0.0
5259,2018,4254.0,463.0,33.0,31.0,1140.0,1634.0,69.77
5259,2021,4070.0,363.0,37.0,19.0,884.0,1660.0,53.25
5259,2024,4337.0,507.0,91.0,19.0,1128.0,1679.0,67.18
5260,2012,795.0,419.0,21.0,35.0,827.0,0.0,0.0
5260,2015,529.0,81.0,14.0,42.0,664.0,0.0,0.0
5260,2018,3336.0,426.0,20.0,24.0,956.0,1266.0,75.51
5260,2021,3209.0,308.0,15.0,21.0,752.0,1270.0,59.21
5260,2024,3373.0,424.0,88.0,17.0,962.0,1290.0,74.57
5261,2012,1639.0,928.0,40.0,65.0,1732.0,0.0,0.0
5261,2015,952.0,205.0,43.0,66.0,1289.0,0.0,0.0
5261,2018,7322.0,667.0,40.0,38.0,1889.0,2848.0,66.33
5261,2021,6921.0,707.0,44.0,46.0,1498.0,2884.0,51.94
5261,2024,7580.0,1030.0,182.0,41.0,1922.0,2990.0,64.28
5262,2012,1009.0,544.0,15.0,41.0,1034.0,0.0,0.0
5262,2015,627.0,103.0,25.0,32.0,809.0,0.0,0.0
5262,2018,4459.0,505.0,37.0,31.0,1195.0,1716.0,69.64
5262,2021,4238.0,362.0,21.0,32.0,905.0,1732.0,52.25
5262,2024,4498.0,589.0,114.0,36.0,1213.0,1746.0,69.47
5263,2012,1332.0,689.0,24.0,39.0,1366.0,0.0,0.0
5263,2015,886.0,150.0,39.0,35.0,1125.0,0.0,0.0
5263,2018,6099.0,688.0,38.0,41.0,1671.0,2362.0,70.75
5263,2021,5856.0,520.0,28.0,27.0,1289.0,2364.0,54.53
5263,2024,6265.0,708.0,122.0,30.0,1701.0,2390.0,71.17
5264,2012,1206.0,587.0,30.0,52.0,1272.0,0.0,0.0
5264,2015,733.0,139.0,31.0,61.0,979.0,0.0,0.0
5264,2018,4886.0,570.0,27.0,39.0,1396.0,1841.0,75.83
5264,2021,4644.0,428.0,22.0,24.0,1118.0,1829.0,61.13
5264,2024,4801.0,534.0,142.0,39.0,1360.0,1830.0,74.32
5265,2012,1175.0,573.0,16.0,54.0,1233.0,0.0,0.0
5265,2015,750.0,133.0,35.0,50.0,978.0,0.0,0.0
5265,2018,4779.0,575.0,30.0,16.0,1356.0,1798.0,75.42
5265,2021,4595.0,480.0,30.0,26.0,1139.0,1800.0,63.28
5265,2024,4913.0,566.0,114.0,32.0,1440.0,1827.0,78.82
5266,2012,1659.0,1252.0,22.0,120.0,1828.0,0.0,0.0
5266,2015,1250.0,153.0,29.0,83.0,1573.0,0.0,0.0
5266,2018,8788.0,710.0,54.0,67.0,2407.0,3351.0,71.83
5266,2021,8491.0,674.0,34.0,42.0,1649.0,3569.0,46.2
5266,2024,9745.0,1355.0,229.0,68.0,2349.0,3948.0,59.5
5267,2012,1603.0,1163.0,31.0,54.0,1661.0,0.0,0.0
5267,2015,972.0,142.0,55.0,63.0,1266.0,0.0,0.0
5267,2018,7819.0,660.0,69.0,84.0,2096.0,3016.0,69.5
5267,2021,7071.0,309.0,12.0,34.0,831.0,3183.0,26.11
5267,2024,8177.0,1036.0,135.0,61.0,1620.0,3443.0,47.05
5268,2012,1592.0,1115.0,43.0,64.0,1685.0,0.0,0.0
5268,2015,1116.0,140.0,25.0,52.0,1400.0,0.0,0.0
5268,2018,7557.0,594.0,53.0,72.0,2013.0,2930.0,68.7
5268,2021,7461.0,561.0,30.0,65.0,1423.0,3154.0,45.12
5268,2024,8255.0,1013.0,138.0,63.0,1636.0,3482.0,46.98
5269,2012,2322.0,1636.0,31.0,141.0,2496.0,0.0,0.0
5269,2015,1707.0,211.0,57.0,89.0,2110.0,0.0,0.0
5269,2018,12164.0,966.0,67.0,134.0,3232.0,4688.0,68.94
5269,2021,11808.0,938.0,47.0,71.0,2219.0,4991.0,44.46
5269,2024,13509.0,1814.0,288.0,85.0,3135.0,5480.0,57.21
5270,2012,1642.0,1089.0,35.0,96.0,1742.0,0.0,0.0
5270,2015,1060.0,185.0,60.0,99.0,1427.0,0.0,0.0
5270,2018,8535.0,779.0,61.0,99.0,2264.0,3306.0,68.48
5270,2021,8347.0,664.0,63.0,46.0,1558.0,3552.0,43.86
5270,2024,9506.0,1438.0,215.0,84.0,2281.0,3866.0,59.0
5271,2012,3498.0,2077.0,87.0,167.0,3805.0,0.0,0.0
5271,2015,2471.0,354.0,99.0,101.0,3110.0,0.0,0.0
5271,2018,20614.0,2137.0,166.0,173.0,5595.0,7955.0,70.33
5271,2021,20710.0,1696.0,126.0,110.0,4193.0,8642.0,48.52
5272,2012,2057.0,1100.0,50.0,72.0,2196.0,0.0,0.0
5272,2015,1432.0,255.0,67.0,87.0,1871.0,0.0,0.0
5272,2018,9051.0,1074.0,64.0,42.0,2686.0,3378.0,79.51
5272,2021,8761.0,918.0,71.0,57.0,2251.0,3435.0,65.53
5272,2024,9454.0,1145.0,232.0,52.0,2718.0,3558.0,76.39
5273,2012,866.0,467.0,17.0,59.0,921.0,0.0,0.0
5273,2015,650.0,117.0,25.0,23.0,819.0,0.0,0.0
5273,2018,4503.0,494.0,29.0,36.0,1209.0,1734.0,69.72
5273,2021,4727.0,524.0,19.0,11.0,1051.0,1899.0,55.34
5273,2024,5451.0,853.0,111.0,37.0,1405.0,2131.0,65.93
5274,2012,1305.0,701.0,21.0,71.0,1371.0,0.0,0.0
5274,2015,937.0,174.0,26.0,47.0,1183.0,0.0,0.0
5274,2018,6199.0,756.0,25.0,36.0,1741.0,2323.0,74.95
5274,2021,5863.0,619.0,47.0,44.0,1359.0,2377.0,57.17
5274,2024,6383.0,959.0,165.0,54.0,1665.0,2517.0,66.15
5275,2012,1141.0,620.0,13.0,51.0,1169.0,0.0,0.0
5275,2015,763.0,113.0,27.0,44.0,968.0,0.0,0.0
5275,2018,4770.0,556.0,29.0,24.0,1359.0,1789.0,75.96
5275,2021,4592.0,500.0,25.0,34.0,1090.0,1852.0,58.86
5275,2024,5058.0,774.0,105.0,34.0,1385.0,1940.0,71.39
5276,2012,945.0,541.0,15.0,30.0,953.0,0.0,0.0
5276,2015,586.0,71.0,27.0,30.0,750.0,0.0,0.0
5276,2018,3869.0,397.0,33.0,37.0,1041.0,1489.0,69.91
5276,2021,3683.0,345.0,22.0,26.0,802.0,1497.0,53.57
5276,2024,4070.0,582.0,101.0,34.0,1076.0,1585.0,67.89
5277,2012,1244.0,619.0,20.0,58.0,1313.0,0.0,0.0
5277,2015,814.0,158.0,49.0,35.0,1050.0,0.0,0.0
5277,2018,5462.0,621.0,42.0,38.0,1520.0,2087.0,72.83
5277,2021,5268.0,517.0,47.0,21.0,1174.0,2137.0,54.94
5277,2024,5717.0,749.0,147.0,21.0,1554.0,2192.0,70.89
5278,2012,2089.0,1204.0,64.0,102.0,2272.0,0.0,0.0
5278,2015,1416.0,233.0,76.0,61.0,1830.0,0.0,0.0
5278,2018,10362.0,1231.0,81.0,69.0,2851.0,3971.0,71.8
5278,2021,10324.0,1083.0,62.0,61.0,2233.0,4235.0,52.73
5278,2024,11665.0,1743.0,306.0,75.0,3029.0,4607.0,65.75
5279,2012,847.0,464.0,20.0,31.0,864.0,0.0,0.0
5279,2015,262.0,44.0,14.0,17.0,336.0,0.0,0.0
5279,2018,3280.0,384.0,20.0,21.0,934.0,1226.0,76.18
5279,2021,3239.0,342.0,30.0,29.0,808.0,1273.0,63.47
5279,2024,3444.0,497.0,95.0,20.0,946.0,1321.0,71.61
5280,2012,2758.0,1286.0,60.0,144.0,2982.0,0.0,0.0
5280,2015,1896.0,368.0,101.0,137.0,2609.0,0.0,0.0
5280,2018,15392.0,1763.0,116.0,74.0,4067.0,5980.0,68.01
5280,2021,15720.0,1418.0,107.0,76.0,3403.0,6419.0,53.01
5280,2024,17809.0,2064.0,598.0,100.0,4888.0,6933.0,70.5
5281,2012,1569.0,695.0,21.0,60.0,1634.0,0.0,0.0
5281,2015,991.0,182.0,55.0,56.0,1319.0,0.0,0.0
5281,2018,8576.0,962.0,54.0,42.0,2347.0,3277.0,71.62
5281,2021,8770.0,830.0,58.0,38.0,1958.0,3555.0,55.08
5281,2024,9836.0,1136.0,319.0,59.0,2708.0,3812.0,71.04
5282,2012,808.0,409.0,16.0,28.0,820.0,0.0,0.0
5282,2015,500.0,103.0,19.0,23.0,644.0,0.0,0.0
5282,2018,3115.0,377.0,20.0,25.0,880.0,1173.0,75.02
5282,2021,2994.0,310.0,22.0,18.0,694.0,1192.0,58.22
5282,2024,3234.0,512.0,100.0,19.0,907.0,1247.0,72.73
5283,2012,1337.0,731.0,25.0,50.0,1407.0,0.0,0.0
5283,2015,783.0,159.0,47.0,49.0,1065.0,0.0,0.0
5283,2018,6257.0,774.0,41.0,48.0,1737.0,2389.0,72.71
5283,2021,6277.0,768.0,42.0,30.0,1454.0,2518.0,57.74
5283,2024,6730.0,1010.0,185.0,46.0,1768.0,2638.0,67.02
5284,2012,1170.0,524.0,27.0,31.0,1211.0,0.0,0.0
5284,2015,736.0,121.0,31.0,26.0,910.0,0.0,0.0
5284,2018,4677.0,491.0,23.0,30.0,1363.0,1739.0,78.38
5284,2021,4650.0,410.0,27.0,16.0,1147.0,1796.0,63.86
5284,2024,4922.0,537.0,120.0,34.0,1404.0,1848.0,75.97
5285,2012,2013.0,1102.0,33.0,70.0,2124.0,0.0,0.0
5285,2015,1284.0,229.0,69.0,64.0,1658.0,0.0,0.0
5285,2018,9189.0,953.0,82.0,75.0,2376.0,3598.0,66.04
5285,2021,8804.0,833.0,54.0,54.0,1850.0,3663.0,50.51
5285,2024,9604.0,1164.0,195.0,64.0,2186.0,3890.0,56.2
5286,2012,1536.0,816.0,49.0,78.0,1648.0,0.0,0.0
5286,2015,957.0,185.0,46.0,60.0,1265.0,0.0,0.0
5286,2018,7025.0,838.0,57.0,48.0,1895.0,2708.0,69.98
5286,2021,7024.0,807.0,27.0,31.0,1567.0,2861.0,54.77
5286,2024,7687.0,1275.0,171.0,40.0,1989.0,3015.0,65.97
5287,2012,1604.0,800.0,20.0,57.0,1663.0,0.0,0.0
5287,2015,1106.0,177.0,32.0,63.0,1379.0,0.0,0.0
5287,2018,6275.0,681.0,40.0,43.0,1840.0,2352.0,78.23
5287,2021,6208.0,660.0,32.0,27.0,1590.0,2405.0,66.11
5287,2024,6541.0,703.0,144.0,25.0,1825.0,2463.0,74.1
5288,2012,958.0,463.0,7.0,41.0,974.0,0.0,0.0
5288,2015,589.0,83.0,44.0,43.0,791.0,0.0,0.0
5288,2018,4025.0,468.0,21.0,17.0,1185.0,1504.0,78.79
5288,2021,3834.0,385.0,22.0,16.0,953.0,1502.0,63.45
5288,2024,3984.0,405.0,109.0,27.0,1116.0,1510.0,73.91
5289,2012,1082.0,564.0,19.0,49.0,1141.0,0.0,0.0
5289,2015,746.0,127.0,31.0,33.0,946.0,0.0,0.0
5289,2018,4659.0,534.0,31.0,34.0,1306.0,1770.0,73.79
5289,2021,4627.0,569.0,29.0,23.0,1095.0,1834.0,59.71
5289,2024,5041.0,746.0,144.0,21.0,1386.0,1948.0,71.15
5290,2012,933.0,456.0,16.0,23.0,938.0,0.0,0.0
5290,2015,595.0,86.0,19.0,18.0,733.0,0.0,0.0
5290,2018,3742.0,451.0,34.0,31.0,1079.0,1409.0,76.58
5290,2021,3598.0,429.0,23.0,20.0,835.0,1446.0,57.75
5290,2024,3454.0,283.0,46.0,10.0,522.0,1500.0,34.8
5291,2012,1739.0,925.0,49.0,69.0,1850.0,0.0,0.0
5291,2015,1109.0,219.0,48.0,51.0,1440.0,0.0,0.0
5291,2018,7822.0,936.0,67.0,49.0,2147.0,3004.0,71.47
5291,2021,7656.0,840.0,44.0,41.0,1719.0,3085.0,55.72
5291,2024,8374.0,1198.0,226.0,57.0,2297.0,3240.0,70.9
5292,2012,1775.0,852.0,44.0,68.0,1902.0,0.0,0.0
5292,2015,1188.0,248.0,50.0,69.0,1575.0,0.0,0.0
5292,2018,8537.0,1065.0,56.0,40.0,2416.0,3227.0,74.87
5292,2021,8342.0,924.0,44.0,53.0,1915.0,3359.0,57.01
5292,2024,9316.0,1197.0,232.0,59.0,2534.0,3580.0,70.78
5293,2012,1414.0,745.0,20.0,51.0,1467.0,0.0,0.0
5293,2015,810.0,155.0,38.0,48.0,1095.0,0.0,0.0
5293,2018,5814.0,680.0,35.0,27.0,1606.0,2204.0,72.87
5293,2021,5660.0,593.0,47.0,39.0,1293.0,2280.0,56.71
5293,2024,5997.0,867.0,161.0,36.0,1648.0,2310.0,71.34
5294,2012,1243.0,670.0,19.0,34.0,1274.0,0.0,0.0
5294,2015,766.0,130.0,27.0,39.0,953.0,0.0,0.0
5294,2018,4897.0,521.0,37.0,38.0,1363.0,1861.0,73.24
5294,2021,4928.0,545.0,33.0,19.0,1189.0,1951.0,60.94
5294,2024,5247.0,739.0,140.0,33.0,1476.0,2008.0,73.51
5295,2012,2320.0,1360.0,28.0,107.0,2457.0,0.0,0.0
5295,2015,1456.0,270.0,62.0,93.0,1913.0,0.0,0.0
5295,2018,12626.0,1286.0,84.0,87.0,3296.0,4903.0,67.22
5295,2021,12361.0,1057.0,46.0,51.0,2231.0,5242.0,42.56
5295,2024,14184.0,1968.0,335.0,102.0,3613.0,5631.0,64.16
5296,2012,3315.0,1719.0,55.0,148.0,3551.0,0.0,0.0
5296,2015,2168.0,444.0,92.0,123.0,2831.0,0.0,0.0
5296,2018,16653.0,1864.0,108.0,105.0,4575.0,6384.0,71.66
5296,2021,16637.0,1449.0,94.0,81.0,3361.0,6881.0,48.84
5296,2024,18250.0,2294.0,461.0,78.0,4613.0,7242.0,63.7
5297,2012,1941.0,990.0,37.0,64.0,2029.0,0.0,0.0
5297,2015,1156.0,208.0,45.0,83.0,1560.0,0.0,0.0
5297,2018,10609.0,1099.0,66.0,75.0,2772.0,4114.0,67.38
5297,2021,10759.0,893.0,59.0,46.0,2124.0,4452.0,47.71
5297,2024,12053.0,1434.0,260.0,75.0,3006.0,4773.0,62.98
5298,2012,2233.0,1315.0,37.0,127.0,2404.0,0.0,0.0
5298,2015,1532.0,262.0,61.0,87.0,1963.0,0.0,0.0
5298,2018,13760.0,1527.0,109.0,107.0,3516.0,5408.0,65.01
5298,2021,13760.0,1228.0,68.0,74.0,2772.0,5729.0,48.39
5299,2012,713.0,328.0,22.0,37.0,745.0,0.0,0.0
5299,2015,530.0,100.0,14.0,35.0,680.0,0.0,0.0
5299,2018,3147.0,362.0,24.0,20.0,947.0,1162.0,81.5
5299,2021,3047.0,334.0,17.0,16.0,782.0,1178.0,66.38
5299,2024,3191.0,406.0,71.0,19.0,924.0,1189.0,77.71
5300,2012,984.0,538.0,29.0,45.0,1036.0,0.0,0.0
5300,2015,630.0,104.0,21.0,41.0,822.0,0.0,0.0
5300,2018,4244.0,481.0,28.0,32.0,1172.0,1626.0,72.08
5300,2021,4353.0,498.0,28.0,29.0,1001.0,1753.0,57.1
5300,2024,4755.0,722.0,138.0,38.0,1317.0,1846.0,71.34
5301,2012,874.0,432.0,39.0,28.0,918.0,0.0,0.0
5301,2015,542.0,112.0,16.0,31.0,700.0,0.0,0.0
5301,2018,3836.0,460.0,27.0,29.0,1068.0,1470.0,72.65
5301,2021,3807.0,388.0,30.0,18.0,866.0,1526.0,56.75
5301,2024,4271.0,560.0,114.0,18.0,1149.0,1659.0,69.26
5302,2012,1107.0,609.0,15.0,36.0,1131.0,0.0,0.0
5302,2015,747.0,126.0,33.0,56.0,952.0,0.0,0.0
5302,2018,3869.0,444.0,32.0,28.0,1209.0,1414.0,85.5
5302,2021,3883.0,418.0,22.0,16.0,1103.0,1438.0,76.7
5302,2024,3854.0,334.0,64.0,9.0,1166.0,1384.0,84.25
5303,2012,3513.0,1997.0,74.0,142.0,3739.0,0.0,0.0
5303,2015,2475.0,426.0,100.0,117.0,3180.0,0.0,0.0
5303,2018,18824.0,2076.0,116.0,135.0,5045.0,7258.0,69.51
5303,2021,19289.0,1751.0,117.0,92.0,4074.0,7941.0,51.3
5303,2024,22388.0,2763.0,535.0,143.0,5902.0,8723.0,67.66
5304,2012,1811.0,933.0,33.0,46.0,1871.0,0.0,0.0
5304,2015,1306.0,170.0,42.0,64.0,1597.0,0.0,0.0
5304,2018,7637.0,920.0,43.0,63.0,2228.0,2863.0,77.82
5304,2021,7472.0,803.0,43.0,35.0,1869.0,2918.0,64.05
5304,2024,8022.0,987.0,214.0,38.0,2250.0,3057.0,73.6
5305,2012,2445.0,1123.0,47.0,79.0,2576.0,0.0,0.0
5305,2015,1644.0,262.0,80.0,93.0,2100.0,0.0,0.0
5305,2018,10490.0,1275.0,56.0,62.0,3129.0,3918.0,79.86
5305,2021,10172.0,954.0,44.0,34.0,2557.0,3933.0,65.01
5305,2024,10750.0,1029.0,228.0,54.0,3129.0,3990.0,78.42
5306,2012,1399.0,771.0,16.0,48.0,1442.0,0.0,0.0
5306,2015,919.0,139.0,38.0,41.0,1144.0,0.0,0.0
5306,2018,6041.0,676.0,40.0,41.0,1711.0,2298.0,74.46
5306,2021,6015.0,571.0,44.0,27.0,1452.0,2372.0,61.21
5306,2024,6401.0,689.0,144.0,32.0,1747.0,2438.0,71.66
5307,2012,839.0,407.0,15.0,38.0,864.0,0.0,0.0
5307,2015,516.0,78.0,18.0,20.0,662.0,0.0,0.0
5307,2018,2944.0,327.0,24.0,14.0,850.0,1104.0,76.99
5307,2021,2706.0,254.0,24.0,19.0,667.0,1054.0,63.28
5307,2024,2760.0,311.0,75.0,10.0,802.0,1025.0,78.24
5308,2012,813.0,410.0,11.0,28.0,819.0,0.0,0.0
5308,2015,538.0,108.0,18.0,30.0,691.0,0.0,0.0
5308,2018,2765.0,299.0,13.0,12.0,792.0,1040.0,76.15
5308,2021,2928.0,453.0,18.0,11.0,1006.0,1005.0,100.1
5308,2024,2547.0,234.0,47.0,7.0,726.0,936.0,77.56
5309,2012,2181.0,1181.0,39.0,78.0,2282.0,0.0,0.0
5309,2015,1389.0,234.0,87.0,74.0,1858.0,0.0,0.0
5309,2018,9809.0,1103.0,71.0,65.0,2739.0,3752.0,73.0
5309,2021,9654.0,1043.0,56.0,46.0,2186.0,3911.0,55.89
5309,2024,10524.0,1496.0,254.0,39.0,2678.0,4147.0,64.58
5310,2012,1307.0,712.0,26.0,42.0,1355.0,0.0,0.0
5310,2015,859.0,168.0,45.0,32.0,1093.0,0.0,0.0
5310,2018,5633.0,531.0,31.0,35.0,1470.0,2195.0,66.97
5310,2021,5708.0,601.0,30.0,30.0,1367.0,2260.0,60.49
5310,2024,6137.0,865.0,164.0,26.0,1721.0,2349.0,73.27
5311,2012,1337.0,815.0,15.0,51.0,1376.0,0.0,0.0
5311,2015,853.0,133.0,38.0,43.0,1080.0,0.0,0.0
5311,2018,5654.0,641.0,46.0,31.0,1595.0,2142.0,74.46
5311,2021,5260.0,393.0,22.0,18.0,921.0,2229.0,41.32
5311,2024,6086.0,878.0,160.0,28.0,1713.0,2317.0,73.93
5312,2012,809.0,352.0,19.0,45.0,851.0,0.0,0.0
5312,2015,503.0,98.0,29.0,30.0,668.0,0.0,0.0
5312,2018,2907.0,332.0,19.0,14.0,862.0,1086.0,79.37
5312,2021,2831.0,275.0,22.0,17.0,741.0,1087.0,68.17
5312,2024,2944.0,261.0,54.0,22.0,859.0,1077.0,79.76
5313,2012,999.0,501.0,15.0,25.0,1007.0,0.0,0.0
5313,2015,623.0,105.0,36.0,35.0,826.0,0.0,0.0
5313,2018,3896.0,399.0,24.0,20.0,1104.0,1470.0,75.1
5313,2021,3802.0,314.0,30.0,14.0,937.0,1478.0,63.4
5313,2024,3889.0,344.0,77.0,18.0,1062.0,1468.0,72.34
5314,2012,1139.0,556.0,23.0,47.0,1189.0,0.0,0.0
5314,2015,680.0,126.0,17.0,47.0,874.0,0.0,0.0
5314,2018,4183.0,472.0,32.0,17.0,1198.0,1576.0,76.02
5314,2021,3988.0,335.0,26.0,20.0,979.0,1563.0,62.64
5314,2024,4168.0,373.0,113.0,26.0,1166.0,1574.0,74.08
5315,2012,602.0,283.0,13.0,17.0,604.0,0.0,0.0
5315,2015,369.0,68.0,7.0,28.0,476.0,0.0,0.0
5315,2018,1919.0,231.0,11.0,10.0,568.0,709.0,80.11
5315,2021,1809.0,184.0,8.0,11.0,490.0,681.0,71.95
5315,2024,1857.0,183.0,32.0,6.0,542.0,675.0,80.3
5316,2012,1366.0,729.0,22.0,45.0,1418.0,0.0,0.0
5316,2015,872.0,214.0,26.0,61.0,1168.0,0.0,0.0
5316,2018,5860.0,671.0,20.0,37.0,1593.0,2254.0,70.67
5316,2021,5970.0,527.0,38.0,47.0,1385.0,2392.0,57.9
5316,2024,6134.0,622.0,192.0,39.0,1573.0,2428.0,64.79
5317,2012,2451.0,1401.0,44.0,81.0,2580.0,0.0,0.0
5317,2015,1646.0,296.0,65.0,97.0,2105.0,0.0,0.0
5317,2018,12376.0,1416.0,89.0,96.0,3256.0,4828.0,67.44
5317,2021,12466.0,1033.0,67.0,74.0,2613.0,5122.0,51.02
5317,2024,13864.0,1694.0,333.0,100.0,3509.0,5481.0,64.02
5318,2012,1974.0,1138.0,35.0,52.0,2041.0,0.0,0.0
5318,2015,1423.0,300.0,39.0,66.0,1831.0,0.0,0.0
5318,2018,10560.0,1201.0,55.0,60.0,2726.0,4104.0,66.42
5318,2021,10629.0,887.0,65.0,50.0,2244.0,4334.0,51.78
5318,2024,11582.0,1470.0,295.0,83.0,3034.0,4538.0,66.86
5319,2012,1291.0,692.0,24.0,58.0,1352.0,0.0,0.0
5319,2015,809.0,133.0,44.0,52.0,1082.0,0.0,0.0
5319,2018,5948.0,686.0,44.0,51.0,1637.0,2292.0,71.42
5319,2021,5889.0,527.0,46.0,35.0,1294.0,2399.0,53.94
5319,2024,6527.0,824.0,153.0,39.0,1708.0,2541.0,67.22
5320,2012,1532.0,764.0,25.0,52.0,1586.0,0.0,0.0
5320,2015,1031.0,145.0,28.0,53.0,1287.0,0.0,0.0
5320,2018,6337.0,738.0,48.0,34.0,1793.0,2398.0,74.77
5320,2021,6042.0,560.0,39.0,37.0,1424.0,2398.0,59.38
